id,name,country,country_code,city,lat,lon,field_category,field_category_en,field_category_it,fields_offered,fields_source,monthly_room_rent_eur,room_rent_level,room_rent_source,domain,website,the_world_rank,the_overall_score,the_teaching,the_research,the_citations,the_international_outlook,the_industry_income
85,Belarusian State Pedagogical University M. Tanka,Belarus,BY,Minsk,53.90019,27.56653,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bspu.unibel.by,https://bspu.by/,,,,,,,
86,Brest State Technical University,Belarus,BY,Brest,52.10894,23.71749,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,60,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bstu.by,https://www.bstu.by/,,,,,,,
87,Belarusian State Technological University,Belarus,BY,Minsk,53.90019,27.56653,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bstu.unibel.by,https://belstu.by/,,,,,,,
88,Belarusian State University,Belarus,BY,Minsk,53.90019,27.56653,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bsu.by,https://bsu.by/,,,,,,,
89,Belarusian State University of Informatics and Radioelectronics,Belarus,BY,Minsk,53.90019,27.56653,ICT,Computer Science & IT,Informatica e IT,ICT,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,bsuir.by,https://www.bsuir.by/,Reporter,,,,,,
90,Belarusian State University of Culture and Arts,Belarus,BY,Minsk,53.90019,27.56653,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,buk.by,https://www.buk.by/,,,,,,,
91,Grodno State Medical University,Belarus,BY,Hrodna,53.6758,23.82887,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,89,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,grsmu.by,http://www.grsmu.by/,Reporter,,,,,,
92,Grodno State University Yanka Kupaly,Belarus,BY,Hrodna,53.6758,23.82887,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,89,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,grsu.by,https://www.grsu.by/,,,,,,,
93,Gomel State Technical University Pavel Sukhoi,Belarus,BY,Homyel',52.4345,30.9754,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,gstu.gomel.by,https://www.gstu.by/,,,,,,,
94,Gomel State University Francisk Scarnia,Belarus,BY,Homyel',52.4345,30.9754,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,gsu.unibel.by,https://gsu.by/,,,,,,,
95,International Sakharov Environmental University,Belarus,BY,Minsk,53.90019,27.56653,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,iseu.by,https://www.iseu.bsu.by/,,,,,,,
96,Institute for Command Engineers of The Ministry for Emergency Situations,Belarus,BY,Minsk,53.90019,27.56653,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,kii.gov.by,https://ucp.by/,,,,,,,
97,Gomel State Medical University,Belarus,BY,Homyel',52.4345,30.9754,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,meduniver.gomel.by,https://gsmu.by/,Reporter,,,,,,
98,Mozyr State Pedagogical Institute,Belarus,BY,Mazyr,52.04162,29.21631,EDU,Education & Sport Sciences,Scienze della Formazione e dello Sport,EDU,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,mgpu.gomel.by,https://mspu.by/,,,,,,,
99,Minsk Institute of Management,Belarus,BY,Minsk,53.90019,27.56653,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,miu.by,http://www.miu.by/,,,,,,,
100,Minsk State Linguistic University,Belarus,BY,Minsk,53.90019,27.56653,HUM,Humanities & Languages,Studi Umanistici e Lingue,HUM,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,mslu.by,https://mslu.by/,,,,,,,
101,Mogilev State University A.A. Kuleshov,Belarus,BY,Mahilyow,53.90876,30.34044,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,msu.mogilev.by,https://msu.by/,,,,,,,
102,Academy of Public Administration of Belarus,Belarus,BY,Minsk,53.90019,27.56653,SOC,Social & Political Sciences,Scienze Sociali e Politiche,SOC,name-heuristic,149,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,pac.by,https://www.pac.by/,,,,,,,
103,Polotsk State University,Belarus,BY,Polotsk,55.4879,28.7856,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,psu.by,http://www.psu.by/,,,,,,,
104,Grodno State Agrarian University,Belarus,BY,Hrodna,53.6758,23.82887,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,AGR,name-heuristic,89,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uni-agro.grodno.by,https://inter.ggau.by/,,,,,,,
105,Vitebsk State Medical University,Belarus,BY,Vitebsk,55.1904,30.2049,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,vgmu.vitebsk.by,https://www.vsmu.by/,,,,,,,
106,Vitebsk State Academy of Veterinary Medicine,Belarus,BY,Vitebsk,55.1904,30.2049,MED,Medicine & Health,Medicina e Salute,MED,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,vsavm.com,https://www.vsavm.by/,,,,,,,
107,Vitebsk State Technological University,Belarus,BY,Vitebsk,55.1904,30.2049,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,vstu.vitebsk.by,https://vstu.by/,Reporter,,,,,,
108,Vitebsk State University,Belarus,BY,Vitebsk,55.1904,30.2049,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,150,country:estimate,https://www.numbeo.com/cost-of-living/region_prices_by_city?itemId=27&region=150,vsu.by,https://vsu.by/,,,,,,,
109,Brexgata University Academy,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,brexgata.eu,http://www.brexgata.eu/,,,,,,,
110,European Carolus Magnus University,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,carolus-magnus-university.eu,http://www.carolus-magnus-university.eu/,,,,,,,
111,College of Europe,Belgium,BE,Brugge,51.20892,3.22424,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,coleurope.eu,http://www.coleurope.eu/,,,,,,,
112,Continental Theological Seminary,Belgium,BE,Sint-Pieters-Leeuw,50.77926,4.24355,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,THEO,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,ctsem.edu,http://www.ctsem.edu/,,,,,,,
113,ECAM - Institut Supérieur Industriel,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,ecam.be,http://www.ecam.be/,,,,,,,
114,Erasmushogeschool Brussel,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,ehb.be,http://www.ehb.be/,,,,,,,
115,EHSAL - Europese Hogeschool Brussel,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,ehsal.be,http://www.ehsal.be/,,,,,,,
116,"Evangelische Theologische Faculteit, Leuven",Belgium,BE,Leuven,50.87959,4.70093,THEO,Theology & Religious Studies,Teologia e Studi Religiosi,THEO,name-heuristic,524,city,https://www.numbeo.com/cost-of-living/in/Leuven,etf.edu,http://www.etf.edu/,,,,,,,
117,European International University,Belgium,BE,Paris,,,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,europeaniu.org,http://www.europeaniu.org/,,,,,,,
118,Faculté Polytechnique de Mons,Belgium,BE,Mons,50.45413,3.95229,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,fpms.ac.be,http://www.fpms.ac.be/,,,,,,,
119,Faculté Universitaire des Sciences Agronomiques de Gembloux,Belgium,BE,Gembloux,50.56149,4.69889,AGR,"Agriculture, Forestry & Veterinary",Agraria e Veterinaria,AGR,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,fsagx.ac.be,http://www.fsagx.ac.be/,,,,,,,
120,Facultés Universitaires Catholiques de Mons,Belgium,BE,Mons,50.45413,3.95229,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,fucam.ac.be,http://www.fucam.ac.be/,,,,,,,
121,Fondation Universitaire Luxembourgeoise,Belgium,BE,Arlon,49.68333,5.81667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,ful.ac.be,http://www.ful.ac.be/,,,,,,,
122,Facultés Universitaires Notre-Dame de la Paix,Belgium,BE,Namur,50.4669,4.86746,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,fundp.ac.be,http://www.fundp.ac.be/,,,,,,,
123,Facultés Universitaires Saint-Louis,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,fusl.ac.be,http://www.fusl.ac.be/,,,,,,,
124,Hogeschool Antwerpen,Belgium,BE,Antwerpen,51.22047,4.40026,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,650,city,https://housinganywhere.com/s/Antwerp--Belgium/private-rooms,ha.be,http://www.ha.be/,,,,,,,
125,Hogere Zeevaartschool - Maritime Academy,Belgium,BE,Antwerpen,51.22047,4.40026,ENG,Engineering & Technology,Ingegneria e Tecnologia,ENG,name-heuristic,650,city,https://housinganywhere.com/s/Antwerp--Belgium/private-rooms,hzs.be,http://www.hzs.be/,,,,,,,
126,Brussels Management School (ICHEC),Belgium,BE,Brussels,50.85045,4.34878,BUS,"Business, Economics & Management",Economia e Management,ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED,ETER,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,ichec.be,http://www.ichec.be/,,,,,,,
127,Karel De Grote Hogeschool,Belgium,BE,Antwerpen,51.22047,4.40026,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI,ETER,650,city,https://housinganywhere.com/s/Antwerp--Belgium/private-rooms,kdg.be,http://www.kdg.be/,,,,,,,
128,Katholieke Hogeschool Kempen,Belgium,BE,Geel,51.16557,4.98917,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,khk.be,http://www.khk.be/,,,,,,,
129,Katholieke Hogeschool Leuven,Belgium,BE,Leuven,50.87959,4.70093,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,524,city,https://www.numbeo.com/cost-of-living/in/Leuven,khleuven.be,http://www.khleuven.be/,,,,,,,
130,Katholieke Hogeschool Limburg,Belgium,BE,Hasselt,50.93106,5.33781,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,389,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,khlim.be,http://www.khlim.be/,,,,,,,
131,Katholieke Universiteit Brussel,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,kubrussel.ac.be,http://www.kubrussel.ac.be/,,,,,,,
132,"Katholieke Universiteit Leuven, Campus Kortrijk",Belgium,BE,Leuven,50.87959,4.70093,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,524,city,https://www.numbeo.com/cost-of-living/in/Leuven,kulak.kuleuven.be,https://kulak.kuleuven.be/,,,,,,,
133,Katholieke Universiteit Leuven,Belgium,BE,Leuven,50.87959,4.70093,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,524,city,https://www.numbeo.com/cost-of-living/in/Leuven,kuleuven.be,https://www.kuleuven.be/,,,,,,,
134,Royal Military Academy,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,rma.ac.be,http://www.rma.ac.be/,,,,,,,
135,Universiteit Gent,Belgium,BE,Gent,51.05,3.71667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,395,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ugent.be,https://www.ugent.be/,,,,,,,
136,Thierry Graduate School of Leadership,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,thierryschool.org,http://www.thierryschool.org/,,,,,,,
137,Universiteit Antwerpen,Belgium,BE,Antwerpen,51.22047,4.40026,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,650,city,https://housinganywhere.com/s/Antwerp--Belgium/private-rooms,ua.ac.be,http://www.ua.ac.be/,,,,,,,
138,Universiteit Antwerpen Management School,Belgium,BE,Antwerpen,51.22047,4.40026,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,650,city,https://housinganywhere.com/s/Antwerp--Belgium/private-rooms,uams.be,http://www.uams.be/,,,,,,,
139,United Business Institute,Belgium,BE,Brussels,50.85045,4.34878,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,ubi.edu,http://www.ubi.edu/,,,,,,,
140,Université Catholique de Louvain,Belgium,BE,Leuven,50.87959,4.70093,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,524,city,https://www.numbeo.com/cost-of-living/in/Leuven,ucl.ac.be,http://www.ucl.ac.be/,=184,59.7,40.0,47.7,80.7,80.3,95.2
141,"Universiteit Antwerpen, UFSIA",Belgium,BE,Antwerpen,51.22047,4.40026,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,650,city,https://housinganywhere.com/s/Antwerp--Belgium/private-rooms,ufsia.ac.be,http://www.ufsia.ac.be/,,,,,,,
142,Hasselt University,Belgium,BE,Hasselt,50.93106,5.33781,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|LAW|MED|SCI,ETER,389,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,uhasselt.be,http://www.uhasselt.be/,301–350,51.6,35.0,37.8,72.8,71.2,87.8
143,Université Libre de Bruxelles,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,ulb.be,https://www.ulb.be/,201–250,56.4,36.7,44.8,81.3,86.9,68.3
144,Université de Mons-Hainaut,Belgium,BE,Mons,50.45413,3.95229,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,umh.ac.be,http://www.umh.ac.be/,,,,,,,
145,Vesalius College,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,vesalius.edu,http://www.vesalius.edu/,,,,,,,
146,"Hogeschool voor Wetenschap en Kunst (VLEKHO), Brussel",Belgium,BE,Brussels,50.85045,4.34878,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,vlekho.be,http://www.vlekho.be/,,,,,,,
147,Vlerick Leuven Gent Management School,Belgium,BE,Gent,51.05,3.71667,BUS,"Business, Economics & Management",Economia e Management,BUS,name-heuristic,395,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,vlerick.be,http://www.vlerick.be/,,,,,,,
148,Vrije Universiteit Brussel,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,vub.ac.be,http://www.vub.ac.be/,201–250,56.4,37.8,42.5,80.4,76.6,93.6
149,Hogeschool voor Wetenschap & Kunst,Belgium,BE,Brussels,50.85045,4.34878,ART,"Arts, Design & Music","Arte, Design e Musica",ART,name-heuristic,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,wenk.be,http://www.wenk.be/,,,,,,,
150,University College Odisee,Belgium,BE,Brussels,50.85045,4.34878,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),AGR|ARC|ART|BUS|EDU|ENG|HUM|ICT|LAW|MED|SCI|SOC,ETER,525,city,https://housinganywhere.com/s/Brussels--Belgium/private-rooms,odisee.be,https://www.odisee.be/,,,,,,,
151,Hogeschool Gent,Belgium,BE,Gent,51.05,3.71667,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,395,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,hogent.be,https://www.hogent.be/,,,,,,,
152,Thomas More Hogeschool,Belgium,BE,Mechelen,51.02574,4.47762,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,530,country:city-derived,https://www.brukot.be/en/,thomasmore.be,https://www.thomasmore.be/,,,,,,,
153,American University,Bosnia and Herzegovina,BA,Tuzla,44.53842,18.66709,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,80,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,aubih.ba,http://www.aubih.ba/,,,,,,,
154,International Burch University,Bosnia and Herzegovina,BA,Sarajevo,43.84864,18.35644,COMP,Comprehensive (multi-field),Generalista (multidisciplinare),COMP,name-heuristic,99,city,https://raw.githubusercontent.com/HieuTam/P4DS-Global_Cost_of_Living/main/data/cost-of-living_v2.csv,ibu.edu.ba,http://www.ibu.edu.ba/,,,,,,,
